1	250	500
2	83.3333	250
3	41.6667	166.667
4	25	125
5	16.6667	100
6	11.9048	83.3333
7	8.92857	71.4286
8	6.94444	62.5
9	5.55556	55.5556
10	4.54545	50
11	3.78788	45.4545
12	3.20513	41.6667
13	2.74725	38.4615
14	2.38095	35.7143
15	2.08333	33.3333
16	1.83824	31.25
17	1.63399	29.4118
18	1.46199	27.7778
19	1.31579	26.3158
20	1.19048	25
21	1.08225	23.8095
22	0.988142	22.7273
23	0.905797	21.7391
24	0.833333	20.8333
25	0.769231	20
26	0.712251	19.2308
27	0.661376	18.5185
28	0.615764	17.8571
29	0.574713	17.2414
30	0.537634	16.6667
31	0.504032	16.129
32	0.473485	15.625
33	0.445633	15.1515
34	0.420168	14.7059
35	0.396825	14.2857
36	0.375375	13.8889
37	0.355619	13.5135
38	0.337382	13.1579
39	0.320513	12.8205
40	0.304878	12.5
41	0.29036	12.1951
42	0.276855	11.9048
43	0.264271	11.6279
44	0.252525	11.3636
45	0.241546	11.1111
46	0.231267	10.8696
47	0.221631	10.6383
48	0.212585	10.4167
49	0.204082	10.2041
50	0.196078	10
51	0.188537	9.80392
52	0.181422	9.61538
53	0.174703	9.43396
54	0.16835	9.25926
55	0.162338	9.09091
56	0.156642	8.92857
57	0.15124	8.77193
58	0.146113	8.62069
59	0.141243	8.47458
60	0.136612	8.33333
61	0.132205	8.19672
62	0.128008	8.06452
63	0.124008	7.93651
64	0.120192	7.8125
65	0.11655	7.69231
66	0.113071	7.57576
67	0.109745	7.46269
68	0.106564	7.35294
69	0.10352	7.24638
70	0.100604	7.14286
71	0.0978091	7.04225
72	0.0951294	6.94444
73	0.0925583	6.84932
74	0.0900901	6.75676
75	0.0877193	6.66667
76	0.0854409	6.57895
77	0.0832501	6.49351
78	0.0811425	6.41026
79	0.0791139	6.32911
80	0.0771605	6.25
81	0.0752785	6.17284
82	0.0734646	6.09756
83	0.0717154	6.0241
84	0.070028	5.95238
85	0.0683995	5.88235
86	0.0668271	5.81395
87	0.0653083	5.74713
88	0.0638407	5.68182
89	0.062422	5.61798
90	0.0610501	5.55556
91	0.0597229	5.49451
92	0.0584385	5.43478
93	0.0571951	5.37634
94	0.055991	5.31915
95	0.0548246	5.26316
96	0.0536942	5.20833
97	0.0525984	5.15464
98	0.0515358	5.10204
99	0.0505051	5.05051
100	0.049505	5
101	0.0485343	4.9505
102	0.0475919	4.90196
103	0.0466766	4.85437
104	0.0457875	4.80769
105	0.0449236	4.7619
106	0.0440839	4.71698
107	0.0432676	4.6729
108	0.0424737	4.62963
109	0.0417014	4.58716
110	0.04095	4.54545
111	0.0402188	4.5045
112	0.039507	4.46429
113	0.0388138	4.42478
114	0.0381388	4.38596
115	0.0374813	4.34783
116	0.0368406	4.31034
117	0.0362161	4.2735
118	0.0356075	4.23729
119	0.035014	4.20168
120	0.0344353	4.16667
121	0.0338707	4.13223
122	0.03332	4.09836
123	0.0327826	4.06504
124	0.0322581	4.03226
125	0.031746	4
126	0.0312461	3.96825
127	0.0307579	3.93701
128	0.030281	3.90625
129	0.0298151	3.87597
130	0.02936	3.84615
131	0.0289151	3.81679
132	0.0284803	3.78788
133	0.0280552	3.7594
134	0.0276396	3.73134
135	0.0272331	3.7037
136	0.0268356	3.67647
137	0.0264466	3.64964
138	0.0260661	3.62319
139	0.0256937	3.59712
140	0.0253293	3.57143
141	0.0249725	3.5461
142	0.0246233	3.52113
143	0.0242813	3.4965
144	0.0239464	3.47222
145	0.0236183	3.44828
146	0.023297	3.42466
147	0.0229822	3.40136
148	0.0226737	3.37838
149	0.0223714	3.3557
150	0.0220751	3.33333
151	0.0217846	3.31126
152	0.0214998	3.28947
153	0.0212206	3.26797
154	0.0209468	3.24675
155	0.0206782	3.22581
156	0.0204148	3.20513
157	0.0201564	3.18471
158	0.0199029	3.16456
159	0.0196541	3.14465
160	0.0194099	3.125
161	0.0191703	3.10559
162	0.0189351	3.08642
163	0.0187042	3.06748
164	0.0184775	3.04878
165	0.0182548	3.0303
166	0.0180362	3.01205
167	0.0178215	2.99401
168	0.0176106	2.97619
169	0.0174034	2.95858
170	0.0171999	2.94118
171	0.0169999	2.92398
172	0.0168033	2.90698
173	0.0166102	2.89017
174	0.0164204	2.87356
175	0.0162338	2.85714
176	0.0160503	2.84091
177	0.01587	2.82486
178	0.0156927	2.80899
179	0.0155183	2.7933
180	0.0153468	2.77778
181	0.0151782	2.76243
182	0.0150123	2.74725
183	0.0148491	2.73224
184	0.0146886	2.71739
185	0.0145307	2.7027
186	0.0143753	2.68817
187	0.0142223	2.6738
188	0.0140718	2.65957
189	0.0139237	2.6455
190	0.0137779	2.63158
191	0.0136344	2.6178
192	0.0134931	2.60417
193	0.013354	2.59067
194	0.013217	2.57732
195	0.0130822	2.5641
196	0.0129493	2.55102
197	0.0128185	2.53807
198	0.0126897	2.52525
199	0.0125628	2.51256
200	0.0124378	2.5
201	0.0123147	2.48756
202	0.0121933	2.47525
203	0.0120738	2.46305
204	0.011956	2.45098
205	0.0118399	2.43902
206	0.0117255	2.42718
207	0.0116128	2.41546
208	0.0115017	2.40385
209	0.0113921	2.39234
210	0.0112841	2.38095
211	0.0111777	2.36967
212	0.0110727	2.35849
213	0.0109692	2.34742
214	0.0108672	2.33645
215	0.0107666	2.32558
216	0.0106673	2.31481
217	0.0105695	2.30415
218	0.010473	2.29358
219	0.0103778	2.28311
220	0.0102838	2.27273
221	0.0101912	2.26244
222	0.0100998	2.25225
223	0.0100096	2.24215
224	0.00992063	2.23214
225	0.00983284	2.22222
226	0.00974621	2.21239
227	0.00966072	2.20264
228	0.00957634	2.19298
229	0.00949307	2.18341
230	0.00941088	2.17391
231	0.00932975	2.1645
232	0.00924967	2.15517
233	0.00917061	2.14592
234	0.00909256	2.13675
235	0.00901551	2.12766
236	0.00893943	2.11864
237	0.00886431	2.1097
238	0.00879013	2.10084
239	0.00871688	2.09205
240	0.00864454	2.08333
241	0.00857309	2.07469
242	0.00850253	2.06612
243	0.00843284	2.05761
244	0.008364	2.04918
245	0.008296	2.04082
246	0.00822883	2.03252
247	0.00816247	2.02429
248	0.0080969	2.01613
249	0.00803213	2.00803
250	0.00796813	2
251	0.00790489	1.99203
252	0.0078424	1.98413
253	0.00778065	1.97628
254	0.00771962	1.9685
255	0.00765931	1.96078
256	0.00759971	1.95312
257	0.0075408	1.94553
258	0.00748257	1.93798
259	0.00742501	1.9305
260	0.00736811	1.92308
261	0.00731187	1.91571
262	0.00725246	1.9084
263	0.0072013	1.90114
264	0.00714696	1.89394
265	0.00709322	1.8868
266	0.00704009	1.8797
267	0.00698755	1.87266
268	0.0069356	1.86568
269	0.00688422	1.85874
270	0.00683342	1.85186
271	0.00678317	1.84502
272	0.00673348	1.83824
273	0.00668068	1.83151
274	0.00663573	1.82482
275	0.00658764	1.81819
276	0.00654008	1.8116
277	0.00649303	1.80506
278	0.0064429	1.79857
279	0.00640045	1.79213
280	0.00635489	1.78573
281	0.00630982	1.77937
282	0.0062617	1.77306
283	0.00622112	1.7668
284	0.00617746	1.76058
285	0.00613077	1.7544
286	0.00609153	1.74827
287	0.00604576	1.74218
288	0.00600738	1.73613
289	0.0059625	1.73012
290	0.00592496	1.72416
291	0.00588095	1.71824
292	0.00584081	1.71236
293	0.00580447	1.70652
294	0.00576173	1.70071
295	0.0057228	1.69495
296	0.00568426	1.68923
297	0.00564611	1.68354
298	0.00560835	1.6779
299	0.00557096	1.67229
300	0.00553394	1.66672
301	0.00549729	1.66118
302	0.00545771	1.65569
303	0.00542509	1.65023
304	0.00538952	1.6448
305	0.00535102	1.63941
306	0.00531616	1.63406
307	0.00528489	1.62875
308	0.00524745	1.62346
309	0.00521359	1.61821
310	0.00518006	1.613
311	0.00514365	1.60782
312	0.00511398	1.60268
313	0.00508141	1.59756
314	0.00504597	1.59248
315	0.00501403	1.58743
316	0.0049824	1.58242
317	0.00495106	1.57744
318	0.00492002	1.57249
319	0.00488927	1.56757
320	0.0048557	1.56268
321	0.00482554	1.55782
322	0.00479566	1.553
323	0.00476605	1.5482
324	0.00473672	1.54344
325	0.0047046	1.5387
326	0.00467582	1.53399
327	0.00464731	1.52932
328	0.00461906	1.52467
329	0.00458804	1.52005
330	0.00456031	1.51546
331	0.00453284	1.5109
332	0.00450562	1.50637
333	0.00447564	1.50186
334	0.00444892	1.49739
335	0.00442244	1.49294
336	0.00439323	1.48852
337	0.00436723	1.48412
338	0.00434147	1.47976
339	0.00431299	1.47542
340	0.00428769	1.4711
341	0.00425969	1.46682
342	0.00423777	1.46256
343	0.00420732	1.45832
344	0.00418293	1.45411
345	0.00415875	1.44993
346	0.00413478	1.44577
347	0.00410814	1.44163
348	0.00408174	1.43753
349	0.00405841	1.43344
350	0.00403529	1.42939
351	0.00400668	1.42535
352	0.00398681	1.42134
353	0.00396146	1.41736
354	0.00393633	1.4134
355	0.00391421	1.40946
356	0.00388948	1.40554
357	0.00386496	1.40166
358	0.00384343	1.39779
359	0.0038193	1.39395
360	0.00379814	1.39013
361	0.00377439	1.38633
362	0.00375084	1.38256
363	0.00373023	1.3788
364	0.00370431	1.37507
365	0.00368407	1.37137
366	0.00366399	1.36769
367	0.00363865	1.36402
368	0.00361892	1.36038
369	0.00359666	1.35676
370	0.00357458	1.35317
371	0.00355267	1.34959
372	0.00353094	1.34604
373	0.00350938	1.34251
374	0.00349067	1.339
375	0.00346944	1.33551
376	0.00344573	1.33204
377	0.0034275	1.32859
378	0.00340677	1.32517
379	0.00338358	1.32176
380	0.00336582	1.31838
381	0.00334558	1.31501
382	0.00332288	1.31166
383	0.00330558	1.30834
384	0.00328321	1.30504
385	0.00326361	1.30175
386	0.00324416	1.29849
387	0.00322486	1.29525
388	0.00320571	1.29202
389	0.0031867	1.28881
390	0.00316529	1.28563
391	0.00314659	1.28246
392	0.00312803	1.27932
393	0.00310708	1.27619
394	0.00309134	1.27308
395	0.00307068	1.26999
396	0.00305017	1.26692
397	0.00303233	1.26387
398	0.00301463	1.26084
399	0.00299706	1.25782
400	0.00297463	1.25482
401	0.00295983	1.25185
402	0.00294018	1.24889
403	0.00292314	1.24595
404	0.00290377	1.24303
405	0.00288454	1.24012
406	0.00286791	1.23724
407	0.00284895	1.23437
408	0.00283257	1.23152
409	0.00281388	1.22869
410	0.00279775	1.22588
411	0.00277689	1.22308
412	0.00276344	1.2203
413	0.00274284	1.21754
414	0.00272722	1.21479
415	0.0027093	1.21207
416	0.00269151	1.20936
417	0.00267384	1.20667
418	0.00265869	1.20399
419	0.00263889	1.20133
420	0.00262398	1.1987
421	0.0026068	1.19607
422	0.00259211	1.19346
423	0.00257281	1.19087
424	0.002556	1.1883
425	0.0025393	1.18574
426	0.00252507	1.1832
427	0.00250626	1.18068
428	0.00249224	1.17817
429	0.00247368	1.17568
430	0.00245756	1.17321
431	0.00244155	1.17075
432	0.00242796	1.16831
433	0.00240986	1.16588
434	0.00239418	1.16347
435	0.00237632	1.16108
436	0.00236316	1.1587
437	0.00234552	1.15634
438	0.00233255	1.15399
439	0.00231513	1.15166
440	0.00229783	1.14934
441	0.00228517	1.14705
442	0.00226808	1.14476
443	0.00225336	1.14249
444	0.00223874	1.14024
445	0.00222197	1.138
446	0.00220756	1.13578
447	0.00219324	1.13357
448	0.00217679	1.13138
449	0.00216267	1.1292
450	0.00214864	1.12704
451	0.0021325	1.12489
452	0.00211646	1.12276
453	0.00210273	1.12064
454	0.00208909	1.11854
455	0.00207335	1.11645
456	0.0020599	1.11437
457	0.00204436	1.11232
458	0.00203109	1.11027
459	0.00201574	1.10824
460	0.00200265	1.10622
461	0.00198749	1.10422
462	0.00197243	1.10223
463	0.00195961	1.10026
464	0.00194689	1.0983
465	0.00192995	1.09635
466	0.0019174	1.09442
467	0.00190279	1.09251
468	0.00189042	1.0906
469	0.00187599	1.08871
470	0.00186378	1.08684
471	0.0018474	1.08497
472	0.00183536	1.08313
473	0.00182129	1.08129
474	0.00180941	1.07947
475	0.00179551	1.07766
476	0.00178169	1.07587
477	0.00176796	1.07408
478	0.00175431	1.07232
479	0.00174284	1.07056
480	0.00172935	1.06882
481	0.00171595	1.06709
482	0.00170264	1.06537
483	0.00169147	1.06367
484	0.00167831	1.06198
485	0.00166317	1.0603
486	0.00165223	1.05864
487	0.00163931	1.05699
488	0.00162852	1.05535
489	0.00161371	1.05372
490	0.00160306	1.0521
491	0.00158842	1.0505
492	0.00157792	1.04891
493	0.00156545	1.04733
494	0.00155307	1.04577
495	0.00154076	1.04422
496	0.00152852	1.04268
497	0.00151837	1.04115
498	0.00150427	1.03963
499	0.00149225	1.03812
500	0.0014823	1.03663
501	0.00146843	1.03515
502	0.00145861	1.03368
503	0.00144687	1.03222
504	0.00143322	1.03078
505	0.0014236	1.02934
506	0.00141207	1.02792
507	0.0014006	1.02651
508	0.00138921	1.02511
509	0.00137788	1.02372
510	0.00136661	1.02234
511	0.00135542	1.02097
512	0.00134428	1.01962
513	0.00133322	1.01827
514	0.00132221	1.01694
515	0.00131127	1.01562
516	0.0013004	1.01431
517	0.00128959	1.01301
518	0.00127884	1.01172
519	0.00127007	1.01044
520	0.00125752	1.00917
521	0.00124695	1.00791
522	0.00123645	1.00666
523	0.00122791	1.00543
524	0.00121562	1.0042
525	0.00120339	1.00298
526	0.00119503	1.00178
527	0.00118671	1.00058
528	0.00117466	0.999398
529	0.00116646	0.998223
530	0.00115453	0.997057
531	0.00114643	0.995902
532	0.00113463	0.994756
533	0.00112663	0.993621
534	0.00111494	0.992494
535	0.00110705	0.991379
536	0.00109734	0.990272
537	0.00108769	0.989175
538	0.00107623	0.988087
539	0.00106854	0.987011
540	0.00105904	0.985943
541	0.0010496	0.984884
542	0.00104021	0.983834
543	0.00103087	0.982794
544	0.00102158	0.981763
545	0.00101418	0.980741
